Sanskrit,English
 stuvānam agna ā vaha yātudhānaṃ kimīdinam  tvaṃ hi deva vandito hantā dasyor babhūvitha,bring the kimidin hither bring the yatudhana self-declared for agni god thou lauded hast become the dasyus slaughterer  entrust me visvajit to trayamana guard trayamana all our men guard all our wealth of quadrupeds  that which i eat a debt which still is owing the tribute due to yama which supports me thereby may i be free from debt o agni thou knowest how to rend all bonds asunder  of abscess of decline of inflammation of the eyes o plant of penetrating pain thou herb let not a particle remain  the plant which jamadagni dug to make his daughters locks grow long this same hath vitahavya brought to us from asitas abode  the seven bright beams of surya bring the waters downward from the sky the streams of ocean these have made the sting that pained thee drop away  come hither indra with bay steeds joyous with tails like pea- cock plumes let none impede thy way as fowlers stay the bird pass oer them as oer desert lands  the residue of sacrifice containeth name and from and world indra and agni and the whole universe are comprised therein  before his hot displeasure all the peoples all the men bow down as rivers bend them to the sea  drink soma lord of bays and let it cheer thee indra the stone like a well-guided courser directed by the pressers arms hath pressed it  listen to this ye men a laud of glorious bounty shall be sung thousands sixty and ninety we o kaurama among the rusamas have received  when foul with secret spot and stain ye hastened onward to the breast all indras enemies were slain and passed away like froth and foam
 ājyasya parameṣṭhin jātavedas tanūvaśin  agne taulasya prāśāna yātudhānān vi lāpaya,o jatavedas lord supreme controller of our bodies taste the butter agni taste the oil make thou the yatudhanas mourn  to visvajit entrust me trayamana o visvajit guard all our men etc  still dwelling here we give again this present; we send it forth the living from the living throwing away the grain whence i have eaten thereby shall i be free from debt o agni  those nerves of thine consumption which stand closely hidden in thy groin i know the balm for that disease the magic cure is sipudru  they might be measured with a rein meted with both extended arms let the black locks spring thick and strong and grow like reeds upon thy head  the residue of sacrifice holdeth earth heaven and all that is the residue of sacrifice holdeth sea waters moon and wind  this power of his shone brightly forth when indra brought to- gether like a skin the worlds of earth and heaven  so let the draught of joy thy dear companion by which o lord of bays thou slayest foemen delight thee indra lord of princely treasures  camels twice-ten that draw the car with females by their side he gave fain would the chariots top bow down escaping from the stroke of heaven  indra is he o men who gives us happiness sport urge the giver of delight to win the spoil bring quickly down o priests hither to give us aid to drink the soma indra son of nishtigri
 vi lapantu yātudhānā attriṇo ye kimīdinaḥ  athedam agne no havir indraś ca prati haryatam,let yatudhanas mourn let all greedy kimidins weep and wail and agni indra may ye both accept this sacrifice of ours  to visvajit entrust me o kalyani guard o kalyani all our men etc  may we be free in this world and that yonder in the third world may we be unindebted may we debt-free abide in all the pathways in all the worlds which gods and fathers visit  we draw from thee piercing pain that penetrates and racks thy limbs that pierces ears that pierces eyes the abscess and the hearts disease downward and far away from thee we banish that unknown decline  strengthen the roots prolong the points lengthen the middle part o plant let the black locks spring thick and strong and grow like reeds upon thy head  real non-real both are there prajapati and death and strength thereon depend the worldly ones in me are glory dra and vra  the fiercely-moving vritras head he severed with his thunder- bolt his hundred-knotted thunderbolt  mark closely maghavan; the words i utter this eulogy recited by vasishtha accept the prayers i offer at thy banquet  a hundred chains of gold ten wreaths upon thee rishi he bestowed and thrice-a-hundred mettled steeds ten-times-a-thousand cows he gave  so have i glorified with praise strong dadhikravan conquering steed sweet may he make our mouths; may he prolong the days we have to live
 agniḥ pūrva ā rabhatāṃ prendro nudatu bāhumān  bravītu sarvo yātumān ayam asmīty etya,may agni seize upon them first may strong-armed indra drive them forth let every wicked sorcerer come hither and say here am i  to sarvavid entrust me o kalyani o sarvavid guard all our men guard all our wealth of quadrupeds  the firm the fast the strong the hard brahma the all-creating ten gods as a wheel about the nave are fixed all round the residue  in all the worlds that was the best and highest whence sprang the mighty god of splendid valour as soon as born he overcomes his foemen he in whom all who lend him aid are joyful  glut thee o singer glut thee like a bird on a ripe-fruited tree thy lips and tongue move swiftly like the sharp blades of a pair of shears  the somas very rich in sweets for which the sieve is destined flow effused the source of indras joy may your strong juices reach the gods
 paśyāma te vīryaṃ jātavedaḥ pra ṇo brūhi yātudhānān nṛcakṣaḥ  tvayā sarve paritaptāḥ purastāt ta ā yantu prabruvāṇā upedam,let us behold thy strength o jatavedas viewer of men tell us the yatudhanas burnt by thy heat and making declaration let all approach this sacrifice before thee  verse song and sacrificial text chanting the prelude and the laud the hum is in the residue the tone the murmur of the psalm  grown mighty in his strength with ample vigour he as a foe strikes fear into the dasa eager to win the breathing and the breathless all sang thy praise at banquet and oblation  quickly and willingly like kine forth come the singers and their hymns their little maidens are at home at home they wait upon the cows  indu flows on for indras sake--thus have the deities declared the lord of speech exerts himself ruler of all because of might
 ā rabhasva jātavedo 'smākārthāya jajñiṣe  dūto no agne bhūtvā yātudhānān vi lāpaya,o jatavedas seize on them for our advantage art thou born agni be thou our messenger and make the yatudhanas wail  within the residue like babes unborn the parts of sacrifice aindragne pavamana lie mahanamni mahavrata  all concentrate on thee their mental vigour what time these twice or thrice are thine assistants blend what is sweeter than the sweet with sweetness win quickly with our meath that meath in battle  o singer bring thou forth the hymn that findeth cattle findeth wealth even as an archer aims his shaft address this prayer unto the gods  inciter of the voice of song with thousand streams the ocean flows even soma lord of opulence the friend of indra day by day
 ā tvā gan rāṣṭraṃ saha varcasod ihi prāṅ viśāṃ patir ekarāṭ tvaṃ vi rāja  sarvās tvā rājan pradiśo hvayantūpasadyo namasyo bhaveha,to thee hath come the kingship with its splendour on shine as lord sole ruler of the people king let all regions of the heavens invite thee here let men wait on thee and bow before thee  down looking on the ridge of sky savitar goes to highest heaven
 tvāṃ viśo vṛṇatāṃ rājyāya tvām imāḥ pradiśaḥ pañca devīḥ  varṣman rāṣṭrasya kakudi śrayasva tato na ugro vi bhajā vasūni,the tribesmen shall elect thee for the kingship these five celestial regions shall elect thee rest on the height and top of kingly power thence as a mighty man award us treasures  to misty cloud filled with his rays mahendra goes encompassed round
 accha tvā yantu havinaḥ sajātā agnir dūto ajiraḥ saṃ carātai  jāyāḥ putrāḥ sumanaso bhavantu bahuṃ baliṃ prati paśyāsā ugraḥ,kinsmen inviting thee shall go to meet thee with thee go agni as an active herald let women and their sons be friendly-minded thou mighty one shalt see abundant tribute  creator and ordainer he is vayu he is lifted cloud
 aśvinā tvāgre mitrāvaruṇobhā viśve devā marutas tvā hvayantu  adhā mano vasudeyāya kṛṇuṣva tato na ugro vi bhajā vasūni,first shall the asvins varuna and mitra the universal gods and maruts call thee then turn thy mind to giving gifts of treasures thence mighty one distribute wealth among us  rudra and mahadeva he is aryaman and varuna
 ā pra drava paramasyāḥ parāvataḥ śive te dyāvāpṛthivī ubhe stām  tad ayaṃ rājā varuṇas tathāha sa tvāyam ahvat sa upedam ehi,speed to us hither from the farthest distance propitious unto thee be earth and heaven even so hath varuna this king asserted he who himself hath called thee come thou hither  agni is he and siirya he is verily mahayama
 indrendra manuṣyāḥ parehi saṃ hy ajñāsthā varuṇaiḥ saṃvidānaḥ  sa tvāyam ahvat sve sadhasthe sa devān yakṣat sa u kalpayad viśaḥ,pass to the tribes of men o indra indra thou the varunas hast been found accordant to his own place this one hath called thee saying let him adore the gods and guide the clansmen  calves joined stand close beside him ten in number with one single head
 ā susrasaḥ susraso asatībhyo asattarāḥ  sehor arasatarā lavaṇād vikledīyasīḥ,rapidly dropping quick to drop more evil than the evil ones more sapless than a dried-up bone swifter than salt to melt away
 yā graivyā apacito 'tho yā upapakṣyāḥ  vijāmni yā apacitaḥ svayaṃsrasaḥ,pustules that rise upon the neck pustules upon the shoulder- joints pustules that falling of themselves spring up on every twofold limb
 yaḥ kīkasāḥ praśṛṇāti talīdyam avatiṣṭhati  nirāstaṃ sarvaṃ jāyānyam yaḥ kaś ca kakudi śritaḥ,i have expelled and banished all scrofula harboured in the head and that which bores the breast-bone through and that which settles in the sole
 pakṣī jāyānyaḥ patati sa ā viśati pūruṣam  tad akṣitasya bheṣajam ubhayoḥ sukṣatasya ca,scrofula flies borne on by wings it penerates and holds the man here is the cure of either kind the chronic and the transient
 vidma vai te jāyānya jānaṃ yato jāyānya jāyase  kathaṃ ha tatra tvam hano yasya kṛṇmo havir gṛhe,we know thine origin scrofula know whence thou scrofula art born how hast thou then struck this man here him in whose house we sacrifice?
 āre 'sāv asmad astu hetir devāso asat  āre aśmā yam asyatha,let that destructive weapon be far distant from us o ye gods; far be the stone ye wont to hurl
 sakhāsāv asmabhyam astu rātiḥ sakhendro bhagaḥ  savitā citrarādhāḥ,our friend be that celestial grace indra and bhaga be our friends and savitar with splendid wealth
 yūyam naḥ pravato napān marutaḥ sūryatvacasaḥ  śarma yacchatha saprathāḥ,thou offspring of the waterflood ye maruts with your sun- bright skins give us protection reaching far
 ā vṛṣāyasva śvasihi vardhasva prathayasva ca  yathāṅgaṃ vardhatāṃ śepas tena yoṣitam ij jahi,taurum age palpita incresce et teipsum extende per totum membrum increscat penis hoc tu caede feminam
 yena kṛśaṃ vājayanti yena hinvanty āturam  tenāsya brahmaṇaspate dhanur ivā tānayā pasaḥ,quo debilem stimulant quo aegrum excitant (homines) hoc o brahmanaspatis hujus penem in arcus modum extende
 naktaṃjātāsi oṣadhe rāme kṛṣṇe asikni ca  idaṃ rajani rajaya kilāsaṃ palitaṃ ca yat,o plant thou sprangest up at night dusky dark-coloured black in hue so rajani re-colour thou these ashy spots this leprosy
 kilāsaṃ ca palitaṃ ca nir ito nāśayā pṛṣat  ā tvā svo viśatāṃ varṇaḥ parā śuklāni pātaya,expel the leprosy remove from him the spots and ashy hue let thine own colour come to thee; drive far away the specks of white
 asitaṃ te pralayanam āsthānam asitaṃ tava  asiknī asy oṣadhe nir ito nāśayā pṛṣat,dark is the place of thy repose dark is the place thou dwellest in dusky and dark o plant art thou remove from him each speck and spot
 tvayā manyo saratham ārujanto harṣamāṇā hṛṣitāso marutvan  tigmeṣava āyudhā saṃśiśānā upa pra yantu naro agnirūpāḥ,borne on with thee o manyu girt by maruts let our brave men impetuous bursting forward march on like flames of fire in form exulting with pointed arrows sharpening their weapons
 agnir iva manyo tviṣitaḥ sahasva senānīr naḥ sahure hūta edhi  hatvāya śatrūn vi bhajasva veda ojo mimāno vi mṛdho nudasva,flashing like fire be thou o conquering manyu invoked o victor as our armys leader slay thou our foes distribute their possession show forth thy vigour scatter those who hate us
 sahasva manyo abhimātim asmai rujan mṛṇan pramṛṇan prehi śatrūn  ugraṃ te pājo nanv ā rurudhre vaśī vaśaṃ nayāsā ekaja tvam,o manyu overcome those who assail us on breaking slaying crushing down the foemen they have not hindered thine impetuous vigour mighty sole born reduce them to subjection
 eko bahūnām asi manya īḍitā viśaṃ viśam yuddhāya saṃ śiśādhi  akṛttaruk tvayā yujā vayaṃ dyumantaṃ ghoṣam vijayāya kṛṇmasi,alone of many thou art worshipped manyu sharpen the spirit of each clan for combat with thee to aid o thou of perfect splendour we raise the glorious battle-shout for conquest
 vijeṣakṛd indra ivānavabravo 'smākaṃ manyo adhipā bhaveha  priyaṃ te nāma sahure gṛṇīmasi vidmā tam utsaṃ yata ābabhūtha,unyielding bringing victory like indra o manyu be thou here our sovran ruler to thy dear name o victor we sing praises we know the spring from which thou art come hither
 ābhūtyā sahajā vajra sāyaka saho bibharṣi sahabhūta uttaram  kratvā no manyo saha medy edhi mahādhanasya puruhūta saṃsṛji,twin-borne with power destructive bolt of thunder the highest conquering might is thine subduer be friendly to us in thy spirit manyu o much-invoked in shock of mighty battle
 pari dyām iva sūryo 'hīnāṃ janimāgamam  rātrī jagad ivānyaddhaṃsāt tenā te vāraye viṣam,i as the sun goes round the heaven have travelled round the serpents race i ward thy poison off as night parts all else living from the sun
 yad brahmabhir yad ṛṣibhir yad devair viditaṃ purā  yad bhūtaṃ bhavyam āsanvat tenā te vāraye viṣam,with this discovered in the days of old by brahmans rishis gods with this i ward thy poison off thou biter formed and form- ing now
 so 'rajyata tato rājanyo 'jāyata,he was filled with passion from him sprang the rajanya
 āgachata āgatasya nāma gṛhṇāmy āyataḥ  indrasya vṛtraghno vanve vāsavasya śatakratoḥ,i call the name of him who comes hath come and still draws- nigh to us foe-slaying indras name i love the vasus friend with hundred powers
 yena sūryāṃ sāvitrīm aśvinohatuḥ pathā  tena mām abravīd bhago jayām ā vahatād iti,thus bhaga spake to me let him bring thee a consort by the path whereon the asvins brought the bride surya the child of savitar
 asthād dyaur asthāt pṛthivy asthād viśvam idaṃ jagat  asthur vṛkṣā ūrdhvasvapnās tiṣṭhād rogo ayaṃ tava,firm stood the heaven firm stood the earth firm stood this universal world firm stood the trees that sleep erect let this thy malady be still
 śataṃ yā bheṣajāni te sahasraṃ saṃgatāni ca  śreṣṭham āsrāvabheṣajaṃ vasiṣṭhaṃ roganāśanam,of all thy hundred remedies a thousand remedies combined this is the surest cure for flux most excellent to heal disease
 tad yasyaivaṃ vidvān vrātya uddhṛteṣv agniṣv adhiśrite 'gnihotre 'tithir gṛhān āgacchet,the man to whose house when the fires have been taken up from the hearth and the oblation to agni placed therein the vratya possessing this knowledge comes as a guest
 svayam enam abhyudetya brūyād vrātyātisṛja hoṣyāmīti,should of his own accord rise to meet him and say vratya give me permission i will sacrifice
 sa cātisṛjej juhuyān na cātisṛjen na juhuyāt,and if he gives permission he should sacrifice if he does not permit him he should not sacrifice
 sa ya evaṃ viduṣā vrātyenātisṛṣṭo juhoti,he who sacrifices when permitted by the vratya who possesses this knowledge
 pra pitṛyāṇaṃ panthāṃ jānāti pra devayānam,well knows the path that leads to the fathers and the way that leads to the gods
 na deveṣv āvṛścate hutam asya bhavati,he does not act in opposition to the gods it becomes his sacrifice
 pary asyāsmiṃl loka āyatanaṃ śiṣyate ya evaṃ viduṣā vrātyenātisṛṣṭo juhoti,the abode of the man who sacrifices when permitted by the vratya who possesses this knowledge is long left remaining in this world
 atha ya evaṃ viduṣā vrātyenānatisṛṣṭo juhoti,but he who sacrifices without the permission of the vratya who- possesses this knowledge
 na pitṛyāṇaṃ panthāṃ jānāti na devayānam,knows not the path that leads to the fathers nor the way that leads to the gods
 apamityam apratīttaṃ yad asmi yamasya yena balinā carāmi  idaṃ tad agne anṛṇo bhavāmi tvaṃ pāśān vicṛtaṃ vettha sarvān,that which i eat a debt which still is owing the tribute due to yama which supports me thereby may i be free from debt o agni thou knowest how to rend all bonds asunder
 ihaiva santaḥ prati dadma enaj jīvā jīvebhyo ni harāma enat  apamitya dhānyaṃ yajjaghāsāham idaṃ tad agne anṛṇo bhavāmi,still dwelling here we give again this present; we send it forth the living from the living throwing away the grain whence i have eaten thereby shall i be free from debt o agni
 ye purastājjuhvati jātavedaḥ prācyā diśo 'bhidāsanty asmān  agnim ṛtvā te parāñco vyathantāṃ pratyag enān pratisareṇa hanmi,o jatavedas eastward sacrificers as foes assail us from the eastern quarter may they turned back be pained for harming agni i drive them backward with mine incantation
 ye dakṣiṇato juhvati jātavedo dakṣiṇāyā diśo 'bhidāsanty asmān  yamaṃ ṛtvā te parāñco vyathantāṃ pratyag enān pratisareṇa hanmi,o jatavedas southward sacrificers as foes assail us from the southern quarter may they turned back be pained for harming yama i smite them backward with mine incantation
 ye paścājjuhvati jātavedaḥ pratīcyā diśo 'bhidāsanty asmān  varuṇam ṛtvā te parāñco vyathantāṃ pratyag enān pratisareṇa hanmi,o jatavedas westward sacrificers as foes assail us from the western quarter for harming varuna be they turned and troubled i smite them backward with mine incantation
 ya uttarato juhvati jātaveda udīcyā diśo 'bhidāsanty asmān  somam ṛtvā te parāñco vyathantāṃ pratyag enān pratisareṇa hanmi,jatavedas northward sacrificers as foes assail us from the northern quarter for harming soma be they turned and troubled i smite them backward with mine incantation
 ye 'dhastājjuhvati jātaveda udīcyā diśo 'bhidāsanty asmān  bhūmim ṛtvā te parāñco vyathantāṃ pratyag enān pratisareṇa hanmi,o jatavedas nether sacrificers as foes assail us from the stead- fast quarter for harming earth let them be turned and troubled i smite them backward with mine incantation
 ye 'ntarikṣājjuhvati jātavedo vyadhvāyā diśo 'bhidāsanty asmān  vāyum ṛtvā te parāñco vyathantāṃ pratyag enān pratisareṇa hanmi,those who pay sacrifice o jatavedas from air assail us from the midway quarter for harming vayu be they turned and troubled i smite them backward with mine incantation
 ya upariṣṭājjuhvati jātaveda ūrdhvāyā diśo 'bhidāsanty asmān  sūryam ṛtvā te parāñco vyathantāṃ pratyag enān pratisareṇa hanmi,the sacrificers from above assail us o jatavedas from the lofty quarter for wronging surya be they turned and troubled i smite them backward with mine incantation
 agniḥ prātaḥsavane pātv asmān vaiśvānaro viśvakṛd viśvaśaṃbhūḥ  sa naḥ pāvako draviṇe dadhātv āyuṣmantaḥ sahabhakṣāḥ syāma,dear to all men all-prosperer all-creating may agni guard us at the morns libation may he the brightly pure one give us riches may we have life enjoying food together
 viśve devā maruta indro asmān asmin dvitīye savane na jahyuḥ  āyuṣmantaḥ priyam eṣāṃ vadanto vayaṃ devānāṃ sumatau syāma,at this our second offering may indra maruts and visve devas never fail us still may the favour of the gods be with us blest with long life and speaking words that please them
 yo giriṣv ajāyathā vīrudhāṃ balavattamaḥ  kuṣṭhehi takmanāśana takmānaṃ nāśayann itaḥ,thou who wast born on mountains thou most mighty of all plants that grow thou banisher of fever come kushtha make fever pass away  for him they made the two spring months protectors from the eastern region and brihat and rathantara superintendents the two spring months protect from the eastern region and brihat and rathantara superintend the man who possesses this knowledge for him they made the two summer months pro- tectors from the southern region and yajnayajniya and vamadevya superintendents the two summer months etc as in verse 1
 suparṇasuvane girau jātaṃ himavatas pari  dhanair abhi śrutvā yanti vidur hi takmanāśanam,brought from the snowy mountain born on the high hill where eagles breed men seek to buy thee when they hear for fevers banisher they know
 aśvattho devasadanas tṛtīyasyām ito divi  tatrāmṛtasya cakṣaṇaṃ devāḥ kuṣṭham avanvata,in the third heaven above us stands the asvattha tree the seat of gods there the gods sought the kushtha plant embodiment of end- less life  they made the two rain months his protectors from the western region and vairupa and vairaja superintendents the two rain months etc as above
 hiraṇyayī naur acaraddhiraṇyabandhanā divi  tatrāmṛtasya puṣpaṃ devāḥ kuṣṭham avanvata,there moved through heaven a golden ship a ship with cordage wrought of gold there the gods won the kushtha plant the blossom of eternal life  they made the two autumn months his protectors from the northern region and syaita and naudhasa superintendents the two autumn months etc as above
 hiraṇyayāḥ panthāna āsann aritrāṇi hiraṇyayā  nāvo hiraṇyayīr āsan yābhiḥ kuṣṭhaṃ nirāvahan,they sailed on pathways paved with gold the oars they piled were wrought of gold all golden were the ships wherein they carried kushtha down to earth  they made the two winter months his protectors from the region of the nadir and earth and agni superintendents the two winter months etc
 imaṃ me kuṣṭha pūruṣaṃ tam ā vaha taṃ niṣ kuru  tam u me agadaṃ kṛdhi,o kushtha bring thou hitherward this man of mine restore his health yes free him from disease for me  they made the two dewy months his protectors from the region of the zenith and heaven and the adityas superintendents the two dewy months etc
 devebhyo adhi jāto 'si somasyāsi sakhā hitaḥ  sa prāṇāya vyānāya cakṣuṣe me asmai mṛḍa,thou art descended from thee gods somas benignant friend art thou befriend my breath and vital air be gracious unto this mine eye
 udaṅ jāto himavataḥ sa prācyāṃ nīyase janam  tatra kuṣṭhasya nāmāny uttamāni vi bhejire,sprung northward from the snowy hill thou art conveyed to eastern men there they deal out among themselves kushthas most noble qualities
 uttamo nāma kuṣṭhāsy uttamo nāma te pitā  yakṣmaṃ ca sarvaṃ nāśaya takmānaṃ cārasaṃ kṛdhi,most excellent indeed art thou kushtha most noble is thy sire make all consumption pass away and render fever powerless
 devī devyām adhi jātā pṛthivyām asy oṣadhe  tāṃ tvā nitatni keśebhyo dṛṃhaṇāya khanāmasi,born from the bosom of wide earth the goddess godlike plant art thou so we nitatni dig thee up to strengthen and fix fast the hair
 dṛṃha pratnān janayājātān jātān u varṣīyasas kṛdhi,make the old firm make new hair spring lengthen what has already grown
 nirhastaḥ śatrur abhidāsann astu ye senābhir yudham āyanty asmān  sam arpayendra mahatā vadhena drātv eṣām aghahāro vividdhaḥ,handless be every foeman who assaileth they who with missiles come to fight against us dash them together with great slaughter indra and let their robber chief run pierced with arrows
 ātanvānā āyacchanto 'syanto ye ca dhāvatha  nirhastāḥ śatravaḥ sthanendro vo 'dya parāśarīt,ye who run hither bending bows brandishing swords and cast- ing darts handless be ye o enemies let indra mangle you to-day
 amūn hetiḥ patatriṇī ny etu yad ulūko vadati mogham etat  yad vā kapota padam agnau kṛṇoti,on these men yonder fall the winged missile the screeching of the owl is ineffective and that the dove beside the fire hath settled
 yau te dūtau nirṛta idam eto 'prahitau prahitau vā gṛhaṃ naḥ  kapotolūkābhyām apadaṃ tad astu,thine envoys who came hither o destruction sent or not sent by thee unto our dwelling the dove and owl effectless be their visit
 ucchiṣṭe nāma rūpaṃ cocchiṣṭe loka āhitaḥ  ucchiṣṭa indraś cāgniś ca viśvam antaḥ samāhitam,the residue of sacrifice containeth name and from and world indra and agni and the whole universe are comprised therein
 ucchiṣṭe dyāvāpṛthivī viśvaṃ bhūtaṃ samāhitam  āpaḥ samudra ucchiṣṭe candramā vāta āhitaḥ,the residue of sacrifice holdeth earth heaven and all that is the residue of sacrifice holdeth sea waters moon and wind
 sann ucchiṣṭe asaṃś cobhau mṛtyur vājaḥ prajāpatiḥ  laukyā ucchiṣṭa āyattā vraś ca draś cāpi śrīr mayi,real non-real both are there prajapati and death and strength thereon depend the worldly ones in me are glory dra and vra
 dṛḍho dṛṃha sthiro nyo brahma viśvasṛjo daśa  nābhim iva sarvataś cakram ucchiṣṭe devatāḥ śritāḥ,the firm the fast the strong the hard brahma the all-creating ten gods as a wheel about the nave are fixed all round the residue
 ṛk sāma yajur ucchiṣṭa udgīthaḥ prastutaṃ stutam  hiṅkāra ucchiṣṭe svaraḥ sāmno meḍiś ca tan mayi,verse song and sacrificial text chanting the prelude and the laud the hum is in the residue the tone the murmur of the psalm
 aindrāgnaṃ pāvamānaṃ mahānāmnīr mahāvratam  ucchiṣṭe yajñasyāṅgāny antar garbha iva mātari,within the residue like babes unborn the parts of sacrifice aindragne pavamana lie mahanamni mahavrata
 rājasūyaṃ vājapeyam agniṣṭomastad adhvaraḥ  arkāśvamedhāv ucchiṣṭe jīvabarhir madintamaḥ,the vajapeya royal rite the agnishoma and its forms hymns joyfullest with living grass the asvamedha are therein
 agnyādheyam atho dīkṣā kāmapraś chandasā saha  utsannā yajñāḥ satrāṇy ucchiṣṭe 'dhi samāhitāḥ,diksha and agnyadheya rite that sates the wish with magic- hymn suspended rites long sessions are contained within the residue
 agnihotraṃ ca śraddhā ca vaṣaṭkāro vrataṃ tapaḥ  dakṣiṇeṣṭaṃ pūrtaṃ cocchiṣṭe 'dhi samāhitāḥ,faith fire-oblation fervent zeal service and sacrificial cry guerdon good works and their reward are stored within the residue
 ekarātro dvirātraḥ sadyaḥkrīḥ prakrīr ukthyaḥ  otaṃ nihitam ucchiṣṭe yajñasyāṇūni vidyayā,sacrifice of one night or two sadya1 kri ukthya and prakri call deep-toned summons are therein fine parts through lore of sacrifice
 catūrātraḥ pañcarātraḥ ṣaḍrātraś cobhayaḥ saha  ṣoḍaśī saptarātraś cocchiṣṭāj jajñire sarve ye yajñā amṛte hitāḥ,sacrifice of four nights of five of six nights day and night conjoined shodai seven-night sacrifice all these sprang from the residue these which the immortal one contains
 pratīhāro nidhanaṃ viśvajic cābhijic ca yaḥ  sāhnātirātrāv ucchiṣṭe dvādaśāho 'pi tan mayi,pratihara and nidhanam the visvajit the abhijit the two sahnatiratras and twelve-day rite are stored therein
 sūnṛtā saṃnatiḥ kṣemaḥ svadhorjāmṛtaṃ sahaḥ  ucchiṣṭe sarve pratyañcaḥ kāmāḥ kāmena tātṛpuḥ,pleasantness reverence peace and power strength vigour immortality all forward wishes are with love satisfied in the residue
 nava bhūmīḥ samudrā ucchiṣṭe 'dhi śritā divaḥ  ā sūryo bhāty ucchiṣṭe 'horātre api tan mayi,nine several oceans earths and skies are set within the residue bright shines the sun therein in me the residue are day and night
 upahavyaṃ viṣūvantaṃ ye ca yajñā guhā hitāḥ  bibharti bhartā viśvasyocchiṣṭo janituḥ pitā,the residue the fathers sire who bears this universe supports vishuvan upahavya and all worship offered secretly
 pitā janitur ucchiṣṭo 'soḥ pautraḥ pitāmahaḥ  sa kṣiyati viśvasyeśāno vṛṣā bhūmyām atighnyaḥ,the fathers sire the residue grandson of spirit primal sire lord of the universe the bull dwells on the earth victorious
 ṛtaṃ satyaṃ tapo rāṣṭraṃ śramo dharmaś ca karma ca  bhūtaṃ bhaviṣyad ucchiṣṭe vīryaṃ lakṣmīr balaṃ bale,right truth dominion fervent zeal toil duty action future past valour; prosperity and strength dwell in the residue in strength
 samṛddhir oja ākūtiḥ kṣatraṃ rāṣṭraṃ ṣaḍ urvyaḥ  saṃvatsaro 'dhy ucchiṣṭa iḍā praiṣā grahā haviḥ,welfare resolve and energy the six expanses kingship sway prayer and direction and the year oblation planets are there- in;
 caturhotāra āpriyaś cāturmāsyāni nīvidaḥ  ucchiṣṭe yajñā hotrāḥ paśubandhās tad iṣṭayaḥ,and the four hotars apri hymns the nivids and four- monthly rites oblations sacrifices and animal offerings and their forms
 ardhamāsāś ca māsāś cārtavā ṛtubhiḥ saha  ucchiṣṭe ghoṣiṇīr āpa stanayitnuḥ śrutir mahī,months half-months sections of the year seasons are in the residue the waters resonant afar the thunder and the mighty noise
 śarkarāḥ sikatā aśmāna oṣadhayo vīrudhas tṛṇā  abhrāṇi vidyuto varṣam ucchiṣṭe saṃśritā śritā,pebbles sand stones and herbs and plants and grass are in the residue closely embraced and laid therein are lightnings and the clouds and rain
 rāddhiḥ prāptiḥ samāptir vyāptir maha edhatuḥ  atyāptir ucchiṣṭe bhūtiś cāhitā nihitā hitā,gain acquisition and success fulness complete prosperity great gain and wealth are laid concealed and treasured in the residue
 yac ca prāṇati prāṇena yac ca paśyati cakṣuṣā  ucchiṣṭāj jajñire sarve divi devā diviśritaḥ,all things that breathe the breath of life all creatures that have eyes to see all the celestial gods whose home is heaven sprang from the residue
 ṛcaḥ sāmāni chandāṃsi purāṇaṃ yajuṣā saha  ucchiṣṭāj jajñire sarve divi devā diviśritaḥ,verses and songs and magic hymns purana sacrificial text all the celestial gods whose home is heaven sprang from the residue
 prāṇāpānau cakṣuḥ śrotram akṣitiś ca kṣitiś ca yā  ucchiṣṭāj jajñire sarve divi devā diviśritaḥ,inbreath and outbreath eye and ear decay and freedom from decay all the celestial gods whose home is heaven sprang from the residue
 ānandā modāḥ pramudo 'bhīmodamudaś ca ye  ucchiṣṭāj jajñire sarve divi devā diviśritaḥ,all pleasures and enjoyments all delights and rapturous ecsta- sies all the celestial gods whose home is heaven sprang from the residue
 tad id āsa bhuvaneṣu jyeṣṭham yato yajña ugras tveṣanṛmṇaḥ  sadyo jajñāno ni riṇāti śatrūn anu yad enaṃ madanti viśva ūmāḥ,in all the worlds that was the best and highest whence sprang the mighty one of splendid valour as soon as born he overcomes his foemen when those rejoice in him who bring him succour  he arose and went his way to the eastern region the brihat the rathantara the adityas and all the gods followed him that man is alienated from the brihat the rathantara the adityas and all gods who reviles the vratya who possesses this knowledge he who hath this knowledge becomes the beloved home of the brihat the rathantara the adityas and all the gods in the eastern region faith is his leman the hymn his panegyrist knowledge his vesture day his turban night his hair indras two bays his circular ornaments the splendour of the stars his jewel present and future are his running footmen mind is his war-chariot matarisvan and pavamana are they who draw it vita is his charioteer storm his goad fame and glory are his harbingers fame and glory come to him who hath this knowledge
