Sanskrit,English
parā̍ me yanti dhī̱tayo̱ gāvo̱ na gavyū̍tī̱r anu̍   i̱cchantī̍r uru̱cakṣa̍sam,yearning for the wideseeing one my thoughts move onward unto him  as kine unto their pastures move
saṁ nu vo̍cāvahai̱ puna̱r yato̍ me̱ madhv ābhṛ̍tam   hote̍va̱ kṣada̍se pri̱yam,once more together let us speak because my meath is brought priestlike  thou eatest what is dear to thee
darśa̱ṁ nu vi̱śvada̍rśata̱ṁ darśa̱ṁ ratha̱m adhi̱ kṣami̍   e̱tā ju̍ṣata me̱ gira̍ḥ,now saw i him whom all may see i saw his car above the earth  he hath accepted these my songs
i̱mam me̍ varuṇa śrudhī̱ hava̍m a̱dyā ca̍ mṛḻaya   tvām a̍va̱syur ā ca̍ke,varuṇa hear this call of mine be gracious unto us this day  longing for help i cried to thee
tvaṁ viśva̍sya medhira di̱vaś ca̱ gmaś ca̍ rājasi   sa yāma̍ni̱ prati̍ śrudhi,thou o wise god art lord of all thou art the king of earth and heaven  hear as thou goest on thy way
ud u̍tta̱mam mu̍mugdhi no̱ vi pāśa̍m madhya̱maṁ cṛ̍ta   avā̍dha̱māni̍ jī̱vase̍,release us from the upper bond untie the bond between and loose  the bonds below that i may live
tī̱vrāḥ somā̍sa̱ ā ga̍hy ā̱śīrva̍ntaḥ su̱tā i̱me   vāyo̱ tān prasthi̍tān piba,strong are the somas; come thou nigh; these juices have been mixt with milk  drink vāyu the presented draughts
u̱bhā de̱vā di̍vi̱spṛśe̍ndravā̱yū ha̍vāmahe   a̱sya soma̍sya pī̱taye̍,both deities who touch the heaven indra and vāyu we invoke  to drink of this our soma juice
i̱ndra̱vā̱yū ma̍no̱juvā̱ viprā̍ havanta ū̱taye̍   sa̱ha̱srā̱kṣā dhi̱yas patī̍,the singers' for their aid invoke indra and vāyu swift as mind  the thousandeyed the lords of thought
mi̱traṁ va̱yaṁ ha̍vāmahe̱ varu̍ṇa̱ṁ soma̍pītaye   ja̱jñā̱nā pū̱tada̍kṣasā,mitra and varuṇa renowned as gods of consecrated might  we call to drink the soma juice
ṛ̱tena̱ yāv ṛ̍tā̱vṛdhā̍v ṛ̱tasya̱ jyoti̍ṣa̱s patī̍   tā mi̱trāvaru̍ṇā huve,those who by law uphold the law lords of the shining light of law  mitra i call and varuṇa
varu̍ṇaḥ prāvi̱tā bhu̍van mi̱tro viśvā̍bhir ū̱tibhi̍ḥ   kara̍tāṁ naḥ su̱rādha̍saḥ,let varuṇa be our chief defence let mitra guard us with all aids  both make us rich exceedingly
ma̱rutva̍ntaṁ havāmaha̱ indra̱m ā soma̍pītaye   sa̱jūr ga̱ṇena̍ tṛmpatu,indra by maruts girt we call to drink the soma juice may he  sate him in union with his troop
indra̍jyeṣṭhā̱ maru̍dgaṇā̱ devā̍sa̱ḥ pūṣa̍rātayaḥ   viśve̱ mama̍ śrutā̱ hava̍m,gods marut hosts whom indra leads distributers of pūṣan's gifts  hearken ye all unto my cry
ha̱ta vṛ̱traṁ su̍dānava̱ indre̍ṇa̱ saha̍sā yu̱jā   mā no̍ du̱ḥśaṁsa̍ īśata,with conquering indra for ally strike vṛtra down ye bounteous gods  let not the wicked master us
viśvā̍n de̱vān ha̍vāmahe ma̱ruta̱ḥ soma̍pītaye   u̱grā hi pṛśni̍mātaraḥ,we call the universal gods and maruts to the soma draught  for passing strong are pṛśni's sons
jaya̍tām iva tanya̱tur ma̱rutā̍m eti dhṛṣṇu̱yā   yac chubha̍ṁ yā̱thanā̍ naraḥ,fierce comes the maruts thundering voice like that of conquerors when ye go  forward to victory o men
ha̱skā̱rād vi̱dyuta̱s pary ato̍ jā̱tā a̍vantu naḥ   ma̱ruto̍ mṛḻayantu naḥ,born of the laughing lightning may the maruts guard us everywhere  may they be gracious unto us
ā pū̍ṣañ ci̱traba̍rhiṣa̱m āghṛ̍ṇe dha̱ruṇa̍ṁ di̱vaḥ   ājā̍ na̱ṣṭaṁ yathā̍ pa̱śum,like some lost animal drive to us bright pūṣan him who bears up heaven  resting on manycoloured grass
pū̱ṣā rājā̍na̱m āghṛ̍ṇi̱r apa̍gūḻha̱ṁ guhā̍ hi̱tam   avi̍ndac ci̱traba̍rhiṣam,pūṣan the bright has found the king concealed and hidden in a cave  who rests on grass of many hues
u̱to sa mahya̱m indu̍bhi̱ḥ ṣaḍ yu̱ktām̐ a̍nu̱seṣi̍dhat   gobhi̱r yava̱ṁ na ca̍rkṛṣat,and may he duly bring to me the six bound closely through these drops  as one who ploughs with steers brings corn
a̱mbayo̍ ya̱nty adhva̍bhir jā̱mayo̍ adhvarīya̱tām   pṛ̱ñca̱tīr madhu̍nā̱ paya̍ḥ,along their paths the mothers go sisters of priestly ministrants  mingling their sweetness with the milk
a̱mūr yā upa̱ sūrye̱ yābhi̍r vā̱ sūrya̍ḥ sa̱ha   tā no̍ hinvantv adhva̱ram,may waters gathered near the sun and those wherewith the sun is joined  speed forth this sacrifice of ours
a̱po de̱vīr upa̍ hvaye̱ yatra̱ gāva̱ḥ piba̍nti naḥ   sindhu̍bhya̱ḥ kartva̍ṁ ha̱viḥ,i call the waters goddesses wherein our cattle quench their thirst;  oblations to the streams be given
a̱psv a1̱̍ntar a̱mṛta̍m a̱psu bhe̍ṣa̱jam a̱pām u̱ta praśa̍staye   devā̱ bhava̍ta vā̱jina̍ḥ,amrit is in the waters in the waters there is healing balm  be swift ye gods to give them praise
a̱psu me̱ somo̍ abravīd a̱ntar viśvā̍ni bheṣa̱jā   a̱gniṁ ca̍ vi̱śvaśa̍mbhuva̱m āpa̍ś ca vi̱śvabhe̍ṣajīḥ,within the waterssoma thus hath told medwell all balms that heal  and agni he who blesseth all the waters hold all medicines
āpa̍ḥ pṛṇī̱ta bhe̍ṣa̱jaṁ varū̍thaṁ ta̱nve̱3̱̍ mama̍   jyok ca̱ sūrya̍ṁ dṛ̱śe,o waters teem with medicine to keep my body safe from harm  so that i long may see the sun
i̱dam ā̍pa̱ḥ pra va̍hata̱ yat kiṁ ca̍ duri̱tam mayi̍   yad vā̱ham a̍bhidu̱droha̱ yad vā̍ śe̱pa u̱tānṛ̍tam,whatever sin is found in me whatever evil i have wrought  if i have lied or falsely sworn waters remove it far from me
āpo̍ a̱dyānv a̍cāriṣa̱ṁ rase̍na̱ sam a̍gasmahi   paya̍svān agna̱ ā ga̍hi̱ tam mā̱ saṁ sṛ̍ja̱ varca̍sā,the waters i this day have sought and to their moisture have we come  o agni rich in milk come thou and with thy splendour cover me
sam mā̍gne̱ varca̍sā sṛja̱ sam pra̱jayā̱ sam āyu̍ṣā   vi̱dyur me̍ asya de̱vā indro̍ vidyāt sa̱ha ṛṣi̍bhiḥ,fill me with splendour agni; give offspring and length of days; the gods  shall know me even as i am and indra with the ṛṣis know
prā̱ta̱ryujā̱ vi bo̍dhayā̱śvinā̱v eha ga̍cchatām   a̱sya soma̍sya pī̱taye̍,waken the aśvin pair who yoke their car at early morn may they  approach to drink this soma juice
yā su̱rathā̍ ra̱thīta̍mo̱bhā de̱vā di̍vi̱spṛśā̍   a̱śvinā̱ tā ha̍vāmahe,we call the aśvins twain the gods borne in a noble car the best  of charioteers who reach the heavens
yā vā̱ṁ kaśā̱ madhu̍ma̱ty aśvi̍nā sū̱nṛtā̍vatī   tayā̍ ya̱jñam mi̍mikṣatam,dropping with honey is your whip aśvins and full of pleasantness  sprinkle therewith the sacrifice
na̱hi vā̱m asti̍ dūra̱ke yatrā̱ rathe̍na̱ gaccha̍thaḥ   aśvi̍nā so̱mino̍ gṛ̱ham,as ye go thither in your car not far o aśvins is the home  of him who offers soma juice
hira̍ṇyapāṇim ū̱taye̍ savi̱tāra̱m upa̍ hvaye   sa cettā̍ de̱vatā̍ pa̱dam,for my protection i invoke the goldenhanded savitar  he knoweth as a god the place
a̱pāṁ napā̍ta̱m ava̍se savi̱tāra̱m upa̍ stuhi   tasya̍ vra̱tāny u̍śmasi,that he may send us succour praise the waters offspring savitar  fain are we for his holy ways
vi̱bha̱ktāra̍ṁ havāmahe̱ vaso̍ś ci̱trasya̱ rādha̍saḥ   sa̱vi̱tāra̍ṁ nṛ̱cakṣa̍sam,we call on him distributer of wondrous bounty and of wealth  on savitar who looks on men
sakhā̍ya̱ ā ni ṣī̍data savi̱tā stomyo̱ nu na̍ḥ   dātā̱ rādhā̍ṁsi śumbhati,come hither friends and seat yourselves savitar to be praised by us  giving good gifts is beautiful
agne̱ patnī̍r i̱hā va̍ha de̱vānā̍m uśa̱tīr upa̍   tvaṣṭā̍ra̱ṁ soma̍pītaye,o agni hither bring to us the willing spouses of the gods  and tvaṣṭar to the soma draught
ā gnā a̍gna i̱hāva̍se̱ hotrā̍ṁ yaviṣṭha̱ bhāra̍tīm   varū̍trīṁ dhi̱ṣaṇā̍ṁ vaha,most youthful agni hither bring their spouses hotrā bhāratī  varūtrī dhiṣaṇā for aid
a̱bhi no̍ de̱vīr ava̍sā ma̱haḥ śarma̍ṇā nṛ̱patnī̍ḥ   acchi̍nnapatrāḥ sacantām,spouses of heroes goddesses with whole wings may they come to us  with great protection and with aid
i̱hendrā̱ṇīm upa̍ hvaye varuṇā̱nīṁ sva̱staye̍   a̱gnāyī̱ṁ soma̍pītaye,indrāṇī varuṇānī and agnāyī hither i invite  for weal to drink the soma juice
ma̱hī dyauḥ pṛ̍thi̱vī ca̍ na i̱maṁ ya̱jñam mi̍mikṣatām   pi̱pṛ̱tāṁ no̱ bharī̍mabhiḥ,may heaven and earth the mighty pair bedew for us our sacrifice  and feed us full with nourishments
tayo̱r id ghṛ̱tava̱t payo̱ viprā̍ rihanti dhī̱tibhi̍ḥ   ga̱ndha̱rvasya̍ dhru̱ve pa̱de,their water rich with fatness there in the gandharva's steadfast place  the singers taste through sacred songs
syo̱nā pṛ̍thivi bhavānṛkṣa̱rā ni̱veśa̍nī   yacchā̍ na̱ḥ śarma̍ sa̱pratha̍ḥ,thornless be thou o earth spread wide before us for a dwellingplace  vouchsafe us shelter broad and sure
ato̍ de̱vā a̍vantu no̱ yato̱ viṣṇu̍r vicakra̱me   pṛ̱thi̱vyāḥ sa̱pta dhāma̍bhiḥ,the gods be gracious unto us even from the place whence viṣṇu strode  through the seven regions of the earth!
i̱daṁ viṣṇu̱r vi ca̍krame tre̱dhā ni da̍dhe pa̱dam   samū̍ḻham asya pāṁsu̱re,through all this world strode viṣṇu; thrice his foot he planted and the whole  was gathered in his footstep's dust
trīṇi̍ pa̱dā vi ca̍krame̱ viṣṇu̍r go̱pā adā̍bhyaḥ   ato̱ dharmā̍ṇi dhā̱raya̍n,viṣṇu the guardian he whom none deceiveth made three steps; thenceforth  establishing his high decrees
viṣṇo̱ḥ karmā̍ṇi paśyata̱ yato̍ vra̱tāni̍ paspa̱śe   indra̍sya̱ yujya̱ḥ sakhā̍,look ye on viṣṇu's works whereby the friend of indra closeallied  hath let his holy ways be seen
tad viṣṇo̍ḥ para̱mam pa̱daṁ sadā̍ paśyanti sū̱raya̍ḥ   di̱vī̍va̱ cakṣu̱r āta̍tam,the princes evermore behold that loftiest place where viṣṇu is  laid as it were an eye in heaven
tad viprā̍so vipa̱nyavo̍ jāgṛ̱vāṁsa̱ḥ sam i̍ndhate   viṣṇo̱r yat pa̍ra̱mam pa̱dam,this viṣṇu's station most sublime the singers ever vigilant  lovers of holy song light up
i̱hendrā̱gnī upa̍ hvaye̱ tayo̱r it stoma̍m uśmasi   tā soma̍ṁ soma̱pāta̍mā,indra and agni i invoke fain are we for their song of praise  chief somadrinkers are they both
tā ya̱jñeṣu̱ pra śa̍ṁsatendrā̱gnī śu̍mbhatā naraḥ   tā gā̍ya̱treṣu̍ gāyata,praise ye o men and glorify indraagni in the holy rites  sing praise to them in sacred songs
tā mi̱trasya̱ praśa̍staya indrā̱gnī tā ha̍vāmahe   so̱ma̱pā soma̍pītaye,indra and agni we invite the somadrinkers for the fame  of mitra to the somadraught
u̱grā santā̍ havāmaha̱ upe̱daṁ sava̍naṁ su̱tam   i̱ndrā̱gnī eha ga̍cchatām,strong gods we bid them come to this libation that stands ready here  indra and agni come to us
tā ma̱hāntā̱ sada̱spatī̱ indrā̍gnī̱ rakṣa̍ ubjatam   apra̍jāḥ santv a̱triṇa̍ḥ,indra and agni mighty lords of our assembly crush the fiends  childless be the devouring ones
tena̍ sa̱tyena̍ jāgṛta̱m adhi̍ prace̱tune̍ pa̱de   indrā̍gnī̱ śarma̍ yacchatam,watch ye through this your truthfulness there in the place of spacious view  indra and agni send us bliss
a̱yaṁ de̱vāya̱ janma̍ne̱ stomo̱ vipre̍bhir āsa̱yā   akā̍ri ratna̱dhāta̍maḥ,for the celestial race this song of praise which gives wealth lavishly  was made by singers with their lips
ya indrā̍ya vaco̱yujā̍ tata̱kṣur mana̍sā̱ harī̍   śamī̍bhir ya̱jñam ā̍śata,they who for indra with their mind formed horses harnessed by a word  attained by works to sacrifice
takṣa̱n nāsa̍tyābhyā̱m pari̍jmānaṁ su̱khaṁ ratha̍m   takṣa̍n dhe̱nuṁ sa̍ba̱rdughā̍m,they for the two nāsatyas wrought a light car moving every way  they formed a nectaryielding cow
yuvā̍nā pi̱tarā̱ puna̍ḥ sa̱tyama̍ntrā ṛjū̱yava̍ḥ   ṛ̱bhavo̍ vi̱ṣṭy a̍krata,the ṛbhus with effectual prayers honest with constant labour made  their sire and mother young again
saṁ vo̱ madā̍so agma̱tendre̍ṇa ca ma̱rutva̍tā   ā̱di̱tyebhi̍ś ca̱ rāja̍bhiḥ,together came your gladdening drops with indra by the maruts girt  with the ādityas with the kings
u̱ta tyaṁ ca̍ma̱saṁ nava̱ṁ tvaṣṭu̍r de̱vasya̱ niṣkṛ̍tam   aka̍rta ca̱tura̱ḥ puna̍ḥ,the sacrificial ladle wrought newly by the god tvaṣṭar's hand  four ladles have ye made thereof
te no̱ ratnā̍ni dhattana̱ trir ā sāptā̍ni sunva̱te   eka̍mekaṁ suśa̱stibhi̍ḥ,vouchsafe us wealth to him who pours thrice seven libations yea to each  give wealth pleased with our eulogies
adhā̍rayanta̱ vahna̱yo 'bha̍janta sukṛ̱tyayā̍   bhā̱gaṁ de̱veṣu̍ ya̱jñiya̍m,as ministering priests they held by pious acts they won themselves  a share in sacrifice with gods
prati̱ tyaṁ cāru̍m adhva̱raṁ go̍pī̱thāya̱ pra hū̍yase   ma̱rudbhi̍r agna̱ ā ga̍hi,to this fair sacrifice to drink the milky draught thou art invoked  o agni with the maruts come
na̱hi de̱vo na martyo̍ ma̱has tava̱ kratu̍m pa̱raḥ   ma̱rudbhi̍r agna̱ ā ga̍hi,no mortal man no god exceeds thy mental power o mighty one  o agni with the maruts come
ye ma̱ho raja̍so vi̱dur viśve̍ de̱vāso̍ a̱druha̍ḥ   ma̱rudbhi̍r agna̱ ā ga̍hi,all gods devoid of guile who know the mighty region of midair  o agni with those maruts come
ya u̱grā a̱rkam ā̍nṛ̱cur anā̍dhṛṣṭāsa̱ oja̍sā   ma̱rudbhi̍r agna̱ ā ga̍hi,the terrible who sing their song not to be overcome by might  o agni with those maruts come
ye śu̱bhrā gho̱rava̍rpasaḥ sukṣa̱trāso̍ ri̱śāda̍saḥ   ma̱rudbhi̍r agna̱ ā ga̍hi,brilliant and awful in their form mighty devourers of their foes  o agni with those maruts come
ye nāka̱syādhi̍ roca̱ne di̱vi de̱vāsa̱ āsa̍te   ma̱rudbhi̍r agna̱ ā ga̍hi,who sit as deities in heaven above the skyvault's luminous sphere  o agni with those maruts come
ya ī̱ṅkhaya̍nti̱ parva̍tān ti̱raḥ sa̍mu̱dram a̍rṇa̱vam   ma̱rudbhi̍r agna̱ ā ga̍hi,who scatter clouds about the sky away over the billowy sea  o agni with those maruts come
ā ye ta̱nvanti̍ ra̱śmibhi̍s ti̱raḥ sa̍mu̱dram oja̍sā   ma̱rudbhi̍r agna̱ ā ga̍hi,who with their bright beams spread them forth over the ocean in their might  o agni with those maruts come
a̱bhi tvā̍ pū̱rvapī̍taye sṛ̱jāmi̍ so̱myam madhu̍   ma̱rudbhi̍r agna̱ ā ga̍hi,for thee to be thine early draught i pour the somamingled meath  o agni with the maruts come
vāya̱v ā yā̍hi darśate̱me somā̱ ara̍ṁkṛtāḥ   teṣā̍m pāhi śru̱dhī hava̍m  0a e̱vā te̍ agne vima̱do ma̍nī̱ṣām ūrjo̍ napād a̱mṛte̍bhiḥ sa̱joṣā̍ḥ  0c gira̱ ā va̍kṣat suma̱tīr i̍yā̱na iṣa̱m ūrja̍ṁ sukṣi̱tiṁ viśva̱m ābhā̍ḥ,beautiful vāyu come for thee these soma drops have been prepared  drink of them hearken to our call
vāya̍ u̱kthebhi̍r jarante̱ tvām acchā̍ jari̱tāra̍ḥ   su̱taso̍mā aha̱rvida̍ḥ,knowing the days with soma juice poured forth the singers glorify  thee vāyu with their hymns of praise
vāyo̱ tava̍ prapṛñca̱tī dhenā̍ jigāti dā̱śuṣe̍   u̱rū̱cī soma̍pītaye,vāyu thy penetrating stream goes forth unto the worshipper  farspreading for the soma draught
indra̍vāyū i̱me su̱tā upa̱ prayo̍bhi̱r ā ga̍tam   inda̍vo vām u̱śanti̱ hi,these indravāyu have been shed; come for our offered dainties sake  the drops are yearning for you both
vāya̱v indra̍ś ca cetathaḥ su̱tānā̍ṁ vājinīvasū   tāv ā yā̍ta̱m upa̍ dra̱vat,well do ye mark libations ye vāyu and indra rich in spoil!  so come ye swiftly hitherward
vāya̱v indra̍ś ca sunva̱ta ā yā̍ta̱m upa̍ niṣkṛ̱tam   ma̱kṣv i1̱̍tthā dhi̱yā na̍rā,vāyu and indra come to what the somapresser hath prepared  soon heroes thus i make my prayer
mi̱traṁ hu̍ve pū̱tada̍kṣa̱ṁ varu̍ṇaṁ ca ri̱śāda̍sam   dhiya̍ṁ ghṛ̱tācī̱ṁ sādha̍ntā,mitra of holy strength i call and foedestroying varuṇa  who make the oilfed rite complete
ṛ̱tena̍ mitrāvaruṇāv ṛtāvṛdhāv ṛtaspṛśā   kratu̍m bṛ̱hanta̍m āśāthe,mitra and varuṇa through law lovers and cherishers of law  have ye obtained your might power
ka̱vī no̍ mi̱trāvaru̍ṇā tuvijā̱tā u̍ru̱kṣayā̍   dakṣa̍ṁ dadhāte a̱pasa̍m,our sages mitravaruṇa wide dominion strong by birth  vouchsafe us strength that worketh well
a̱gnim ī̍ḻe pu̱rohi̍taṁ ya̱jñasya̍ de̱vam ṛ̱tvija̍m   hotā̍raṁ ratna̱dhāta̍mam  0a ā ghā̱ tā ga̍cchā̱n utta̍rā yu̱gāni̱ yatra̍ jā̱maya̍ḥ kṛ̱ṇava̱nn ajā̍mi  0c upa̍ barbṛhi vṛṣa̱bhāya̍ bā̱hum a̱nyam i̍cchasva subhage̱ pati̱m mat  1a kim bhrātā̍sa̱d yad a̍nā̱tham bhavā̍ti̱ kim u̱ svasā̱ yan nirṛ̍tir ni̱gacchā̍t  1c kāma̍mūtā ba̱hv e̱3̱̍tad ra̍pāmi ta̱nvā̍ me ta̱nva1̱̍ṁ sam pi̍pṛgdhi  2a na vā u̍ te ta̱nvā̍ ta̱nva1̱̍ṁ sam pa̍pṛcyām pā̱pam ā̍hu̱r yaḥ svasā̍raṁ ni̱gacchā̍t  2c a̱nyena̱ mat pra̱muda̍ḥ kalpayasva̱ na te̱ bhrātā̍ subhage vaṣṭy e̱tat  3a ba̱to ba̍tāsi yama̱ naiva te̱ mano̱ hṛda̍yaṁ cāvidāma  3c a̱nyā kila̱ tvāṁ ka̱kṣye̍va yu̱ktam pari̍ ṣvajāte̱ libu̍jeva vṛ̱kṣam  4a a̱nyam ū̱ ṣu tvaṁ ya̍my a̱nya u̱ tvām pari̍ ṣvajāte̱ libu̍jeva vṛ̱kṣam  4c tasya̍ vā̱ tvam mana̍ i̱cchā sa vā̱ tavādhā̍ kṛṇuṣva sa̱ṁvida̱ṁ subha̍drām,i laud agni the chosen priest god minister of sacrifice  the hotar lavishest of wealth
a̱gniḥ pūrve̍bhi̱r ṛṣi̍bhi̱r īḍyo̱ nūta̍nair u̱ta   sa de̱vām̐ eha va̍kṣati,worthy is agni to be praised by living as by ancient seers  he shall bring hitherward the gods
a̱gninā̍ ra̱yim a̍śnava̱t poṣa̍m e̱va di̱vedi̍ve   ya̱śasa̍ṁ vī̱rava̍ttamam,through agni man obtaineth wealth yea plenty waxing day by day  most rich in heroes glorious
agne̱ yaṁ ya̱jñam a̍dhva̱raṁ vi̱śvata̍ḥ pari̱bhūr asi̍   sa id de̱veṣu̍ gacchati,agni the perfect sacrifice which thou encompassest about  verily goeth to the gods
a̱gnir hotā̍ ka̱vikra̍tuḥ sa̱tyaś ci̱traśra̍vastamaḥ   de̱vo de̱vebhi̱r ā ga̍mat,may agni sapientminded priest truthful most gloriously great  the god come hither with the gods
yad a̱ṅga dā̱śuṣe̱ tvam agne̍ bha̱draṁ ka̍ri̱ṣyasi̍   tavet tat sa̱tyam a̍ṅgiraḥ,whatever blessing agni thou wilt grant unto thy worshipper  that aṅgiras is indeed thy truth
upa̍ tvāgne di̱vedi̍ve̱ doṣā̍vastar dhi̱yā va̱yam   namo̱ bhara̍nta̱ ema̍si,to thee dispeller of the night o agni day by day with prayer  bringing thee reverence we come
rāja̍ntam adhva̱rāṇā̍ṁ go̱pām ṛ̱tasya̱ dīdi̍vim   vardha̍māna̱ṁ sve dame̍,ruler of sacrifices guard of law eternal radiant one  increasing in thine own abode
sa na̍ḥ pi̱teva̍ sū̱nave 'gne̍ sūpāya̱no bha̍va   saca̍svā naḥ sva̱staye̍,be to us easy of approach even as a father to his son  agni be with us for our weal
tad a̍smai̱ navya̍m aṅgira̱svad a̍rcata̱ śuṣmā̱ yad a̍sya pra̱tnatho̱dīra̍te   viśvā̱ yad go̱trā saha̍sā̱ parī̍vṛtā̱ made̱ soma̍sya dṛṁhi̱tāny aira̍yat,like the aṅgirases sing this new song forth to him for as in ancient days his mighty powers are shown  when in the rapture of the soma he unclosed with strength the solid firmshut stables of the kine
sa bhū̍tu̱ yo ha̍ pratha̱māya̱ dhāya̍sa̱ ojo̱ mimā̍no mahi̱māna̱m āti̍rat   śūro̱ yo yu̱tsu ta̱nva̍m pari̱vyata̍ śī̱rṣaṇi̱ dyām ma̍hi̱nā praty a̍muñcata,let him be even that god who for the earliest draught measuring out his power increased his majesty;  hero who fortified his body in the wars and through his greatness set the heaven upon his head
adhā̍kṛṇoḥ pratha̱maṁ vī̱rya̍m ma̱had yad a̱syāgre̱ brahma̍ṇā̱ śuṣma̱m aira̍yaḥ   ra̱the̱ṣṭhena̱ harya̍śvena̱ vicyu̍tā̱ḥ pra jī̱raya̍ḥ sisrate sa̱dhrya1̱̍k pṛtha̍k,thou didst perform thy first great deed of hero might what time thou showedst power through prayer before this folk  hurled down by thee the carborne lord of tawny steeds the congregated swift ones fled in sundry ways
adhā̱ yo viśvā̱ bhuva̍nā̱bhi ma̱jmane̍śāna̱kṛt prava̍yā a̱bhy ava̍rdhata   ād roda̍sī̱ jyoti̍ṣā̱ vahni̱r āta̍no̱t sīvya̱n tamā̍ṁsi̱ dudhi̍tā̱ sam a̍vyayat,he made himself by might lord of all living things and strong in vital power waxed great above them all  he borne on high oerspread with light the heaven and earth and sewing up the turbid darkness closed it in
sa prā̱cīnā̱n parva̍tān dṛṁha̱d oja̍sādharā̱cīna̍m akṛṇod a̱pām apa̍ḥ   adhā̍rayat pṛthi̱vīṁ vi̱śvadhā̍yasa̱m asta̍bhnān mā̱yayā̱ dyām a̍va̱srasa̍ḥ,he with his might made firm the forwardbending hills the downward rushing of the waters he ordained  fast he upheld the earth that nourisheth all life and stayed the heaven from falling by his wondrous skill
sāsmā̱ ara̍m bā̱hubhyā̱ṁ yam pi̱tākṛ̍ṇo̱d viśva̍smā̱d ā ja̱nuṣo̱ veda̍sa̱s pari̍   yenā̍ pṛthi̱vyāṁ ni krivi̍ṁ śa̱yadhyai̱ vajre̍ṇa ha̱tvy avṛ̍ṇak tuvi̱ṣvaṇi̍ḥ,fit for the grasping of his arms is what the sire hath fabricated from all kind of precious wealth  the thunderbolt wherewith loudroaring he smote down and striking him to death laid krivi on the earth
a̱mā̱jūr i̍va pi̱troḥ sacā̍ sa̱tī sa̍mā̱nād ā sada̍sa̱s tvām i̍ye̱ bhaga̍m   kṛ̱dhi pra̍ke̱tam upa̍ mā̱sy ā bha̍ra da̱ddhi bhā̱gaṁ ta̱nvo̱3̱̍ yena̍ mā̱maha̍ḥ,as she who in her parents' house is growing old i pray to thee as bhaga from the seat of all  grant knowledge mete it out and bring it to us here give us the share wherewith thou makest people glad
bho̱jaṁ tvām i̍ndra va̱yaṁ hu̍vema da̱diṣ ṭvam i̱ndrāpā̍ṁsi̱ vājā̍n   a̱vi̱ḍḍhī̍ndra ci̱trayā̍ na ū̱tī kṛ̱dhi vṛ̍ṣann indra̱ vasya̍so naḥ,may we invoke thee as a liberal giver thou givest us o indra strength and labours  help us with manifold assistance indra   one indra make us yet more wealthy
nū̱naṁ sā te̱ prati̱ vara̍ṁ jari̱tre du̍hī̱yad i̍ndra̱ dakṣi̍ṇā ma̱ghonī̍   śikṣā̍ sto̱tṛbhyo̱ māti̍ dha̱g bhago̍ no bṛ̱had va̍dema vi̱dathe̍ su̱vīrā̍ḥ,now may that wealthy cow of thine o indra give in return a boon to him who lauds thee  give to thy praisers let not fortune fail us loud may we speak with heroes in assembly
ni hotā̍ hotṛ̱ṣada̍ne̱ vidā̍nas tve̱ṣo dī̍di̱vām̐ a̍sadat su̱dakṣa̍ḥ   ada̍bdhavratapramati̱r vasi̍ṣṭhaḥ sahasrambha̱raḥ śuci̍jihvo a̱gniḥ,accustomed to the herald's place the herald hath seated him bright splendid passing mighty  whose foresight keeps the law from violation excellent puretongued bringing thousands agni
tvaṁ dū̱tas tvam u̍ naḥ para̱spās tvaṁ vasya̱ ā vṛ̍ṣabha praṇe̱tā   agne̍ to̱kasya̍ na̱s tane̍ ta̱nūnā̱m apra̍yuccha̱n dīdya̍d bodhi go̱pāḥ,envoy art thou protector from the foeman strong god thou leadest us to higher blessings  refulgent be an everheedful keeper agni for us and for our seed offspring
vi̱dhema̍ te para̱me janma̍nn agne vi̱dhema̱ stomai̱r ava̍re sa̱dhasthe̍   yasmā̱d yone̍r u̱dāri̍thā̱ yaje̱ tam pra tve ha̱vīṁṣi̍ juhure̱ sami̍ddhe,may we adore thee in thy loftiest birthplace and with our praises in thy lower station  the place whence thou issued forth i worship to thee well kindled have they paid oblations
agne̱ yaja̍sva ha̱viṣā̱ yajī̍yāñ chru̱ṣṭī de̱ṣṇam a̱bhi gṛ̍ṇīhi̱ rādha̍ḥ   tvaṁ hy asi̍ rayi̱patī̍ rayī̱ṇāṁ tvaṁ śu̱krasya̱ vaca̍so ma̱notā̍,agni best priest pay worship with oblation; quickly commend the gift to be presented;  for thou art lord of gathered wealth and treasure of the bright song of praise thou art inventor
u̱bhaya̍ṁ te̱ na kṣī̍yate vasa̱vya̍ṁ di̱vedi̍ve̱ jāya̍mānasya dasma   kṛ̱dhi kṣu̱manta̍ṁ jari̱tāra̍m agne kṛ̱dhi pati̍ṁ svapa̱tyasya̍ rā̱yaḥ,the twofold opulence o wonderworker of thee newborn each day never decreases  enrich with food the man who lauds thee agni make him the lord of wealth with noble offspring
sainānī̍kena suvi̱datro̍ a̱sme yaṣṭā̍ de̱vām̐ āya̍jiṣṭhaḥ sva̱sti   ada̍bdho go̱pā u̱ta na̍ḥ para̱spā agne̍ dyu̱mad u̱ta re̱vad di̍dīhi,may he benevolent with this fair aspect best sacrificer bring the gods to bless us  sure guardian our protector from the foemen shine agni with thine affluence and splendour
